X;et_x;direct;flip;id_r;g_indicator;indicator;metric;obs_land;country;ref;DOI;des_bio;g_desbio;grupo;orden;fam.spe;habitat;funct;et_y;dif;source;manag;site_land;coo1;coo2;r_paper;n;p;coef;phen;obs_gen;n_cal;correlacion.x;correlacion.y;num_filas;r_total;r_absoluta;n_total;xy_cero;Zr;VarZr;r_dir;Zr_dir;Var_dir;tax
191;Core area index;-;si;13_53;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Cotesia spp.;terrestrial;parasitoid;COTESI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.133088338;-0.003057361;28;0.133088338;0.133088338;28;si;0.133882572;0.04;-0.133088338;-0.133882572;0.04;invertebrate
192;Number patches;+;no;13_60;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Cotesia spp.;terrestrial;parasitoid;COTESI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.006043434;0.003567897;28;-0.006043434;0.006043434;28;NA;-0.006043508;0.04;-0.006043434;-0.006043508;0.04;invertebrate
193;SHDI;+;no;13_131;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Cotesia spp.;terrestrial;parasitoid;COTESI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.33009338;-0.063185454;28;-0.33009338;0.33009338;28;si;-0.34293305;0.04;-0.33009338;-0.34293305;0.04;invertebrate
194;Core area index;-;si;13_29;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Cyrtorhinus lividipennis;terrestrial;predator;CYRLIV;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.234953914;-0.329573202;28;-0.234953914;0.234953914;28;NA;-0.239426428;0.04;0.234953914;0.239426428;0.04;invertebrate
195;Number patches;+;no;13_62;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Cyrtorhinus lividipennis;terrestrial;predator;CYRLIV;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.229271093;-0.013114751;28;-0.229271093;0.229271093;28;NA;-0.233419983;0.04;-0.229271093;-0.233419983;0.04;invertebrate
196;SHDI;+;no;13_132;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Cyrtorhinus lividipennis;terrestrial;predator;CYRLIV;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.145020984;-0.085015533;28;0.145020984;0.145020984;28;NA;0.146050658;0.04;0.145020984;0.146050658;0.04;invertebrate
197;Core area index;-;si;13_55;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Gonatopus spec. 1;terrestrial;parasitoid;DRYNID;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.057974967;0.113122345;28;0.057974967;0.057974967;28;si;0.058040051;0.04;-0.057974967;-0.058040051;0.04;invertebrate
198;Number patches;+;no;13_63;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Gonatopus spec. 1;terrestrial;parasitoid;DRYNID;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.223286624;-0.337930848;28;-0.223286624;0.223286624;28;NA;-0.227112536;0.04;-0.223286624;-0.227112536;0.04;invertebrate
199;SHDI;+;no;13_170;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Gonatopus spec. 1;terrestrial;parasitoid;DRYNID;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.12839064;0.201785804;28;0.12839064;0.12839064;28;si;0.129103171;0.04;0.12839064;0.129103171;0.04;invertebrate
200;Core area index;-;si;13_45;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Diplonychus spec. 1;aquatic;predator;DYPLON;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.172568078;0.200933009;28;0.172568078;0.172568078;28;NA;0.174312363;0.04;-0.172568078;-0.174312363;0.04;invertebrate
201;Number patches;+;no;13_74;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Diplonychus spec. 1;aquatic;predator;DYPLON;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.065513853;0.040414108;28;-0.065513853;0.065513853;28;si;-0.065607825;0.04;-0.065513853;-0.065607825;0.04;invertebrate
202;SHDI;+;no;13_135;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Diplonychus spec. 1;aquatic;predator;DYPLON;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.113579345;-0.245304212;28;-0.113579345;0.113579345;28;NA;-0.114071562;0.04;-0.113579345;-0.114071562;0.04;invertebrate
203;Core area index;-;si;13_19;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Elasmus spp.;terrestrial;parasitoid;ELASMI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.041686666;-0.121881116;28;-0.041686666;0.041686666;28;NA;-0.041710839;0.04;0.041686666;0.041710839;0.04;invertebrate
204;Number patches;+;no;13_75;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Elasmus spp.;terrestrial;parasitoid;ELASMI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.307181395;-0.32951415;28;-0.307181395;0.307181395;28;si;-0.31743014;0.04;-0.307181395;-0.31743014;0.04;invertebrate
205;SHDI;+;no;13_136;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Elasmus spp.;terrestrial;parasitoid;ELASMI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.180845666;0.179372208;28;0.180845666;0.180845666;28;NA;0.182856809;0.04;0.180845666;0.182856809;0.04;invertebrate
206;Core area index;-;si;13_20;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Empoascanara maculifrons;NA;herbivore;EMPMAC;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.154725856;0.151619609;28;0.154725856;0.154725856;28;si;0.155978618;0.04;-0.154725856;-0.155978618;0.04;invertebrate
207;Number patches;+;no;13_77;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Empoascanara maculifrons;NA;herbivore;EMPMAC;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.336024692;-0.353875946;28;-0.336024692;0.336024692;28;si;-0.349604437;0.04;-0.336024692;-0.349604437;0.04;invertebrate
208;SHDI;+;no;13_138;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Empoascanara maculifrons;NA;herbivore;EMPMAC;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.004363613;0.063174837;28;0.004363613;0.004363613;28;si;0.004363641;0.04;0.004363613;0.004363641;0.04;invertebrate
209;Core area index;-;si;13_22;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Gonatocerus spp.;terrestrial;parasitoid;GONATO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.150613542;0.312534938;28;0.150613542;0.150613542;28;NA;0.15176816;0.04;-0.150613542;-0.15176816;0.04;invertebrate
210;Number patches;+;no;13_79;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Gonatocerus spp.;terrestrial;parasitoid;GONATO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.298675895;-0.198965833;28;-0.298675895;0.298675895;28;si;-0.308065178;0.04;-0.298675895;-0.308065178;0.04;invertebrate
211;SHDI;+;no;13_140;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Gonatocerus spp.;terrestrial;parasitoid;GONATO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.05046576;0.008697112;28;-0.05046576;0.05046576;28;si;-0.050508668;0.04;-0.05046576;-0.050508668;0.04;invertebrate
212;Core area index;-;si;13_50;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Hemiptarsenus spec.;terrestrial;parasitoid;HEMIPT;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.180872168;0.02294109;28;0.180872168;0.180872168;28;si;0.182884208;0.04;-0.180872168;-0.182884208;0.04;invertebrate
213;Number patches;+;no;13_81;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Hemiptarsenus spec.;terrestrial;parasitoid;HEMIPT;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.050554893;-0.212645641;28;-0.050554893;0.050554893;28;si;-0.050598029;0.04;-0.050554893;-0.050598029;0.04;invertebrate
214;SHDI;+;no;13_142;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Hemiptarsenus spec.;terrestrial;parasitoid;HEMIPT;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.290257608;-0.093293768;28;-0.290257608;0.290257608;28;si;-0.298847549;0.04;-0.290257608;-0.298847549;0.04;invertebrate
215;Core area index;-;si;13_51;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Hydrometra lineata;aquatic;predator;HYDLIN;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.242008762;0.312371795;28;0.242008762;0.242008762;28;NA;0.246906746;0.04;-0.242008762;-0.246906746;0.04;invertebrate
216;Number patches;+;no;13_82;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Hydrometra lineata;aquatic;predator;HYDLIN;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.239966601;-0.155200839;28;-0.239966601;0.239966601;28;si;-0.244738673;0.04;-0.239966601;-0.244738673;0.04;invertebrate
217;SHDI;+;no;13_143;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Hydrometra lineata;aquatic;predator;HYDLIN;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.089968162;0.027949055;28;0.089968162;0.089968162;28;NA;0.09021209;0.04;0.089968162;0.09021209;0.04;invertebrate
218;Core area index;-;si;13_36;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Limnogonus spp.;aquatic;predator;LIMNOG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.122822181;0.104590168;28;0.122822181;0.122822181;28;NA;0.123445435;0.04;-0.122822181;-0.123445435;0.04;invertebrate
219;Number patches;+;no;13_69;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Limnogonus spp.;aquatic;predator;LIMNOG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.110956187;0.060787132;28;-0.110956187;0.110956187;28;si;-0.111414918;0.04;-0.110956187;-0.111414918;0.04;invertebrate
220;SHDI;+;no;13_144;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Limnogonus spp.;aquatic;predator;LIMNOG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.127183449;0.083672134;28;0.127183449;0.127183449;28;si;0.12787594;0.04;0.127183449;0.12787594;0.04;invertebrate
221;Core area index;-;si;13_32;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Araneae;Pardosa pseudoannulata;terrestrial;predator;LYCOSI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.380330404;0.568531471;28;0.380330404;0.380330404;28;NA;0.400445873;0.04;-0.380330404;-0.400445873;0.04;invertebrate
222;Number patches;+;no;13_66;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Araneae;Pardosa pseudoannulata;terrestrial;predator;LYCOSI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.384053147;0.309981097;28;0.384053147;0.384053147;28;si;0.404805427;0.04;0.384053147;0.404805427;0.04;invertebrate
223;SHDI;+;no;13_168;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Araneae;Pardosa pseudoannulata;terrestrial;predator;LYCOSI;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.449883547;-0.214638448;28;-0.449883547;0.449883547;28;NA;-0.484554266;0.04;-0.449883547;-0.484554266;0.04;invertebrate
224;Core area index;-;si;13_35;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Mesovelia vittigera;aquatic;predator;MESVIT;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.268447371;0.167081892;28;0.268447371;0.268447371;28;si;0.275189862;0.04;-0.268447371;-0.275189862;0.04;invertebrate
225;Number patches;+;no;13_65;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Mesovelia vittigera;aquatic;predator;MESVIT;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.009352448;0.025102175;28;0.009352448;0.009352448;28;si;0.009352721;0.04;0.009352448;0.009352721;0.04;invertebrate
226;SHDI;+;no;13_169;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Mesovelia vittigera;aquatic;predator;MESVIT;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.002603716;-0.013868457;28;-0.002603716;0.002603716;28;NA;-0.002603722;0.04;-0.002603716;-0.002603722;0.04;invertebrate
227;Core area index;-;si;13_33;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Microvelia douglasi atrolineata;aquatic;predator;MICDOU;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.34353501;0.324063904;28;0.34353501;0.34353501;28;si;0.358095061;0.04;-0.34353501;-0.358095061;0.04;invertebrate
228;Number patches;+;no;13_67;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Microvelia douglasi atrolineata;aquatic;predator;MICDOU;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.03340286;-0.068634357;28;-0.03340286;0.03340286;28;NA;-0.033415291;0.04;-0.03340286;-0.033415291;0.04;invertebrate
229;SHDI;+;no;13_166;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Microvelia douglasi atrolineata;aquatic;predator;MICDOU;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.06202951;0.059246377;28;-0.06202951;0.06202951;28;NA;-0.06210925;0.04;-0.06202951;-0.06210925;0.04;invertebrate
230;Core area index;-;si;13_34;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Micronecta quadristrigata;aquatic;predator;MICQUA;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.320283056;0.183868684;28;0.320283056;0.320283056;28;NA;0.331962488;0.04;-0.320283056;-0.331962488;0.04;invertebrate
231;Number patches;+;no;13_68;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Micronecta quadristrigata;aquatic;predator;MICQUA;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.009195065;0.085435358;28;0.009195065;0.009195065;28;si;0.009195324;0.04;0.009195065;0.009195324;0.04;invertebrate
232;SHDI;+;no;13_155;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Micronecta quadristrigata;aquatic;predator;MICQUA;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.304944847;-0.042240103;28;-0.304944847;0.304944847;28;si;-0.314962428;0.04;-0.304944847;-0.314962428;0.04;invertebrate
233;Core area index;-;si;13_12;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nephotettix spp.;terrestrial;herbivore;NEPHOT;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.428100046;0.37034513;28;0.428100046;0.428100046;28;NA;0.457568065;0.04;-0.428100046;-0.457568065;0.04;invertebrate
234;Number patches;+;no;13_76;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nephotettix spp.;terrestrial;herbivore;NEPHOT;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.05288836;0.052842298;28;0.05288836;0.05288836;28;NA;0.052937756;0.04;0.05288836;0.052937756;0.04;invertebrate
235;SHDI;+;no;13_157;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nephotettix spp.;terrestrial;herbivore;NEPHOT;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.058727413;0.052002399;28;-0.058727413;0.058727413;28;si;-0.058795068;0.04;-0.058727413;-0.058795068;0.04;invertebrate
236;Core area index;-;si;13_14;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nephotettix nigropictus;terrestrial;herbivore;NEPNIG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.351951771;0.518906407;28;0.351951771;0.351951771;28;si;0.367669731;0.04;-0.351951771;-0.367669731;0.04;invertebrate
237;Number patches;+;no;13_87;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nephotettix nigropictus;terrestrial;herbivore;NEPNIG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.201178886;-0.217221641;28;-0.201178886;0.201178886;28;si;-0.203960863;0.04;-0.201178886;-0.203960863;0.04;invertebrate
238;SHDI;+;no;13_158;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nephotettix nigropictus;terrestrial;herbivore;NEPNIG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.085792553;0.118824592;28;0.085792553;0.085792553;28;NA;0.086003976;0.04;0.085792553;0.086003976;0.04;invertebrate
239;Core area index;-;si;13_15;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nilaparvata lugens;terrestrial;herbivore;NILLUG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.442428113;0.672911531;28;0.442428113;0.442428113;28;NA;0.475245861;0.04;-0.442428113;-0.475245861;0.04;invertebrate
240;Number patches;+;no;13_105;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nilaparvata lugens;terrestrial;herbivore;NILLUG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.24538994;-0.042240474;28;0.24538994;0.24538994;28;NA;0.250501413;0.04;0.24538994;0.250501413;0.04;invertebrate
241;SHDI;+;no;13_123;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nilaparvata lugens;terrestrial;herbivore;NILLUG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.680148595;-0.473734119;28;-0.680148595;0.680148595;28;NA;-0.829390495;0.04;-0.680148595;-0.829390495;0.04;invertebrate
242;Core area index;-;si;13_38;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nisia atrovenosa;terrestrial;herbivore;NISATR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.231338499;0.175881693;28;0.231338499;0.231338499;28;si;0.235603188;0.04;-0.231338499;-0.235603188;0.04;invertebrate
243;Number patches;+;no;13_106;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nisia atrovenosa;terrestrial;herbivore;NISATR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.261905825;-0.211880729;28;-0.261905825;0.261905825;28;si;-0.268153496;0.04;-0.261905825;-0.268153496;0.04;invertebrate
244;SHDI;+;no;13_159;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Nisia atrovenosa;terrestrial;herbivore;NISATR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.266770572;0.339528138;28;0.266770572;0.266770572;28;si;0.273383716;0.04;0.266770572;0.273383716;0.04;invertebrate
245;Core area index;-;si;13_40;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Ophionea nigrofasciata;terrestrial;predator;OPHNIG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.200101436;0.127221153;28;0.200101436;0.200101436;28;si;0.202838219;0.04;-0.200101436;-0.202838219;0.04;invertebrate
246;Number patches;+;no;13_83;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Ophionea nigrofasciata;terrestrial;predator;OPHNIG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.307098983;0.367628398;28;0.307098983;0.307098983;28;NA;0.317339144;0.04;0.307098983;0.317339144;0.04;invertebrate
247;SHDI;+;no;13_161;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Ophionea nigrofasciata;terrestrial;predator;OPHNIG;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.172491883;-0.101624104;28;-0.172491883;0.172491883;28;si;-0.174233831;0.04;-0.172491883;-0.174233831;0.04;invertebrate
248;Core area index;-;si;13_2;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Scotinophara spp.;terrestrial;herbivore;SCOTIN;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.261468876;0.219110847;28;0.261468876;0.261468876;28;si;0.267684425;0.04;-0.261468876;-0.267684425;0.04;invertebrate
249;Number patches;+;no;13_109;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Scotinophara spp.;terrestrial;herbivore;SCOTIN;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.02035541;0.053008761;28;0.02035541;0.02035541;28;si;0.020358222;0.04;0.02035541;0.020358222;0.04;invertebrate
250;SHDI;+;no;13_116;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Scotinophara spp.;terrestrial;herbivore;SCOTIN;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.010123238;0.009172082;28;-0.010123238;0.010123238;28;si;-0.010123584;0.04;-0.010123238;-0.010123584;0.04;invertebrate
251;Core area index;-;si;13_24;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Sogatella furcifera;terrestrial;herbivore;SOGFUR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.184200463;-0.139816921;28;-0.184200463;0.184200463;28;si;-0.186327226;0.04;0.184200463;0.186327226;0.04;invertebrate
252;Number patches;+;no;13_110;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Sogatella furcifera;terrestrial;herbivore;SOGFUR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.363617501;-0.314193363;28;-0.363617501;0.363617501;28;NA;-0.381048289;0.04;-0.363617501;-0.381048289;0.04;invertebrate
253;SHDI;+;no;13_117;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Sogatella furcifera;terrestrial;herbivore;SOGFUR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.115272017;-0.05795947;28;-0.115272017;0.115272017;28;NA;-0.115786691;0.04;-0.115272017;-0.115786691;0.04;invertebrate
